batch_id,channel_num,layer_thickness_um,z_rotation_deg,fit_adjustment,channel_flow_rate_ml_per_min,resin_temp,resin_age,ambient_temp
1,1,50,32.347893000741585,250,1.0478616678511172,72.42231122284734,22.602999283784975,70.66986507689192
1,2,50,32.347893000741585,250,1.0435120668567945,72.42231122284734,22.602999283784975,70.66986507689192
1,3,50,32.347893000741585,250,1.0413797097398618,72.42231122284734,22.602999283784975,70.66986507689192
1,4,50,32.347893000741585,250,1.0415886227247524,72.42231122284734,22.602999283784975,70.66986507689192
1,5,50,32.347893000741585,250,1.0286327162560196,72.42231122284734,22.602999283784975,70.66986507689192
1,6,50,32.347893000741585,250,1.0431481913890945,72.42231122284734,22.602999283784975,70.66986507689192
1,7,50,32.347893000741585,250,1.0206112965703593,72.42231122284734,22.602999283784975,70.66986507689192
1,8,50,32.347893000741585,250,1.0304443499672984,72.42231122284734,22.602999283784975,70.66986507689192
1,9,50,32.347893000741585,250,1.0286419814493262,72.42231122284734,22.602999283784975,70.66986507689192
1,10,50,32.347893000741585,250,1.0173657251978516,72.42231122284734,22.602999283784975,70.66986507689192
1,11,50,32.347893000741585,250,1.0306207233366083,72.42231122284734,22.602999283784975,70.66986507689192
1,12,50,32.347893000741585,250,1.0454975336275618,72.42231122284734,22.602999283784975,70.66986507689192
1,13,50,32.347893000741585,250,1.0298820017709924,72.42231122284734,22.602999283784975,70.66986507689192
2,1,50,45.6821917334253,-50,1.0159026446941253,72.59774702155069,19.528644023079025,70.17389630408535
2,2,50,45.6821917334253,-50,1.0168013098045219,72.59774702155069,19.528644023079025,70.17389630408535
2,3,50,45.6821917334253,-50,1.0245148487139848,72.59774702155069,19.528644023079025,70.17389630408535
2,4,50,45.6821917334253,-50,1.0260845469830222,72.59774702155069,19.528644023079025,70.17389630408535
2,5,50,45.6821917334253,-50,1.0194779952532549,72.59774702155069,19.528644023079025,70.17389630408535
2,6,50,45.6821917334253,-50,1.0000109069937897,72.59774702155069,19.528644023079025,70.17389630408535
2,7,50,45.6821917334253,-50,1.0007543395435128,72.59774702155069,19.528644023079025,70.17389630408535
2,8,50,45.6821917334253,-50,1.0024326499392706,72.59774702155069,19.528644023079025,70.17389630408535
2,9,50,45.6821917334253,-50,1.0127755160517733,72.59774702155069,19.528644023079025,70.17389630408535
2,10,50,45.6821917334253,-50,1.0034174175455524,72.59774702155069,19.528644023079025,70.17389630408535
2,11,50,45.6821917334253,-50,1.0202634892156104,72.59774702155069,19.528644023079025,70.17389630408535
2,12,50,45.6821917334253,-50,1.0120104236229726,72.59774702155069,19.528644023079025,70.17389630408535
2,13,50,45.6821917334253,-50,1.0137773538308383,72.59774702155069,19.528644023079025,70.17389630408535
3,1,50,35.832413116207164,150,1.025665390902503,71.0126030940365,36.44244704622716,72.20673626192237
3,2,50,35.832413116207164,150,1.0176075033861007,71.0126030940365,36.44244704622716,72.20673626192237
3,3,50,35.832413116207164,150,1.0212093941290152,71.0126030940365,36.44244704622716,72.20673626192237
3,4,50,35.832413116207164,150,1.0253235771145657,71.0126030940365,36.44244704622716,72.20673626192237
3,5,50,35.832413116207164,150,1.0411744437286334,71.0126030940365,36.44244704622716,72.20673626192237
3,6,50,35.832413116207164,150,1.040726347559112,71.0126030940365,36.44244704622716,72.20673626192237
3,7,50,35.832413116207164,150,1.0444006931502927,71.0126030940365,36.44244704622716,72.20673626192237
3,8,50,35.832413116207164,150,1.0489943796245476,71.0126030940365,36.44244704622716,72.20673626192237
3,9,50,35.832413116207164,150,1.0346766829519645,71.0126030940365,36.44244704622716,72.20673626192237
3,10,50,35.832413116207164,150,1.0327053850205627,71.0126030940365,36.44244704622716,72.20673626192237
3,11,50,35.832413116207164,150,1.0266551951497045,71.0126030940365,36.44244704622716,72.20673626192237
3,12,50,35.832413116207164,150,1.0272476665145527,71.0126030940365,36.44244704622716,72.20673626192237
3,13,50,35.832413116207164,150,1.021256093790669,71.0126030940365,36.44244704622716,72.20673626192237
4,1,100,81.68848392162323,-250,0.98831617856925,71.71636120046395,3.7694544874600036,69.27047303375367
